antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Backpack'}),frozenset({'Tech Fleece'}),0.5,0.5119047619047619,0.2857142857142857,0.5714285714285714,1.1162790697674418,1.0,0.029761904761904767,1.1388888888888888,0.20833333333333337,0.39344262295081966,0.12195121951219513,0.5647840531561461
frozenset({'Tech Fleece'}),frozenset({'Backpack'}),0.5119047619047619,0.5,0.2857142857142857,0.5581395348837209,1.1162790697674418,1.0,0.029761904761904767,1.131578947368421,0.2134146341463415,0.39344262295081966,0.11627906976744184,0.5647840531561461
frozenset({'Backpack'}),frozenset({'Gym Sack'}),0.5,0.5,0.2619047619047619,0.5238095238095238,1.0476190476190477,1.0,0.011904761904761918,1.05,0.09090909090909101,0.3548387096774194,0.04761904761904767,0.5238095238095238
frozenset({'Gym Sack'}),frozenset({'Backpack'}),0.5,0.5,0.2619047619047619,0.5238095238095238,1.0476190476190477,1.0,0.011904761904761918,1.05,0.09090909090909101,0.3548387096774194,0.04761904761904767,0.5238095238095238
"frozenset({'Rain Jacket', 'Therma-FIT'})",frozenset({'Backpack'}),0.25,0.5,0.17857142857142858,0.7142857142857143,1.4285714285714286,1.0,0.053571428571428575,1.75,0.4,0.3125,0.4285714285714286,0.5357142857142857
"frozenset({'Rain Jacket', 'Backpack'})",frozenset({'Therma-FIT'}),0.30952380952380953,0.5119047619047619,0.17857142857142858,0.5769230769230769,1.1270125223613596,1.0,0.020124716553287986,1.1536796536796536,0.16321839080459774,0.2777777777777778,0.13320825515947465,0.4628801431127012
"frozenset({'Therma-FIT', 'Backpack'})",frozenset({'Rain Jacket'}),0.32142857142857145,0.5119047619047619,0.17857142857142858,0.5555555555555556,1.0852713178294575,1.0,0.014030612244897961,1.0982142857142858,0.11578947368421053,0.27272727272727276,0.08943089430894322,0.45219638242894056
frozenset({'Rain Jacket'}),"frozenset({'Therma-FIT', 'Backpack'})",0.5119047619047619,0.32142857142857145,0.17857142857142858,0.3488372093023256,1.0852713178294573,1.0,0.014030612244897961,1.0420918367346939,0.16097560975609757,0.27272727272727276,0.04039167686658504,0.45219638242894056
frozenset({'Therma-FIT'}),"frozenset({'Rain Jacket', 'Backpack'})",0.5119047619047619,0.30952380952380953,0.17857142857142858,0.3488372093023256,1.1270125223613596,1.0,0.020124716553287986,1.0603741496598638,0.23089430894308943,0.2777777777777778,0.05693664795509222,0.4628801431127012
frozenset({'Backpack'}),"frozenset({'Rain Jacket', 'Therma-FIT'})",0.5,0.25,0.17857142857142858,0.35714285714285715,1.4285714285714286,1.0,0.053571428571428575,1.1666666666666667,0.6,0.3125,0.14285714285714288,0.5357142857142857
"frozenset({'Vapor Cricket', 'Therma-FIT'})",frozenset({'Backpack'}),0.2619047619047619,0.5,0.17857142857142858,0.6818181818181818,1.3636363636363635,1.0,0.047619047619047616,1.5714285714285712,0.36129032258064514,0.3061224489795919,0.36363636363636354,0.5194805194805194
"frozenset({'Vapor Cricket', 'Backpack'})",frozenset({'Therma-FIT'}),0.23809523809523808,0.5119047619047619,0.17857142857142858,0.7500000000000001,1.4651162790697678,1.0,0.056689342403628135,1.9523809523809534,0.41666666666666685,0.3125,0.48780487804878075,0.5494186046511629
"frozenset({'Therma-FIT', 'Backpack'})",frozenset({'Vapor Cricket'}),0.32142857142857145,0.5119047619047619,0.17857142857142858,0.5555555555555556,1.0852713178294575,1.0,0.014030612244897961,1.0982142857142858,0.11578947368421053,0.27272727272727276,0.08943089430894322,0.45219638242894056
frozenset({'Vapor Cricket'}),"frozenset({'Therma-FIT', 'Backpack'})",0.5119047619047619,0.32142857142857145,0.17857142857142858,0.3488372093023256,1.0852713178294573,1.0,0.014030612244897961,1.0420918367346939,0.16097560975609757,0.27272727272727276,0.04039167686658504,0.45219638242894056
frozenset({'Therma-FIT'}),"frozenset({'Vapor Cricket', 'Backpack'})",0.5119047619047619,0.23809523809523808,0.17857142857142858,0.3488372093023256,1.4651162790697676,1.0,0.056689342403628135,1.170068027210884,0.6504065040650407,0.3125,0.14534883720930236,0.5494186046511629
frozenset({'Backpack'}),"frozenset({'Vapor Cricket', 'Therma-FIT'})",0.5,0.2619047619047619,0.17857142857142858,0.35714285714285715,1.3636363636363635,1.0,0.047619047619047616,1.1481481481481484,0.5333333333333333,0.3061224489795919,0.12903225806451613,0.5194805194805194
"frozenset({'Rain Jacket', 'Vapor Cricket'})",frozenset({'Backpack'}),0.23809523809523808,0.5,0.14285714285714285,0.6,1.2,1.0,0.023809523809523808,1.25,0.21875000000000003,0.23999999999999994,0.19999999999999996,0.44285714285714284
"frozenset({'Vapor Cricket', 'Backpack'})",frozenset({'Rain Jacket'}),0.23809523809523808,0.5119047619047619,0.14285714285714285,0.6,1.172093023255814,1.0,0.02097505668934241,1.2202380952380953,0.1927083333333334,0.2352941176470588,0.1804878048780488,0.4395348837209302
frozenset({'Rain Jacket'}),"frozenset({'Vapor Cricket', 'Backpack'})",0.5119047619047619,0.23809523809523808,0.14285714285714285,0.27906976744186046,1.172093023255814,1.0,0.02097505668934241,1.0568356374807988,0.3008130081300813,0.2352941176470588,0.05377906976744187,0.4395348837209302
frozenset({'Backpack'}),"frozenset({'Rain Jacket', 'Vapor Cricket'})",0.5,0.23809523809523808,0.14285714285714285,0.2857142857142857,1.2,1.0,0.023809523809523808,1.0666666666666667,0.3333333333333333,0.23999999999999994,0.0625,0.44285714285714284
"frozenset({'Vapor Cricket', 'Backpack'})",frozenset({'Tech Fleece'}),0.23809523809523808,0.5119047619047619,0.14285714285714285,0.6,1.172093023255814,1.0,0.02097505668934241,1.2202380952380953,0.1927083333333334,0.2352941176470588,0.1804878048780488,0.4395348837209302
"frozenset({'Vapor Cricket', 'Tech Fleece'})",frozenset({'Backpack'}),0.25,0.5,0.14285714285714285,0.5714285714285714,1.1428571428571428,1.0,0.01785714285714285,1.1666666666666665,0.1666666666666666,0.2352941176470588,0.1428571428571428,0.42857142857142855
frozenset({'Backpack'}),"frozenset({'Vapor Cricket', 'Tech Fleece'})",0.5,0.25,0.14285714285714285,0.2857142857142857,1.1428571428571428,1.0,0.01785714285714285,1.05,0.2499999999999999,0.2352941176470588,0.047619047619047596,0.42857142857142855
frozenset({'Tech Fleece'}),"frozenset({'Vapor Cricket', 'Backpack'})",0.5119047619047619,0.23809523809523808,0.14285714285714285,0.27906976744186046,1.172093023255814,1.0,0.02097505668934241,1.0568356374807988,0.3008130081300813,0.2352941176470588,0.05377906976744187,0.4395348837209302
"frozenset({'Vapor Cricket', 'Backpack'})",frozenset({'Gym Sack'}),0.23809523809523808,0.5,0.13095238095238096,0.55,1.1,1.0,0.011904761904761918,1.1111111111111112,0.11931818181818195,0.2156862745098039,0.10000000000000009,0.40595238095238095
"frozenset({'Vapor Cricket', 'Gym Sack'})",frozenset({'Backpack'}),0.2619047619047619,0.5,0.13095238095238096,0.5,1.0,1.0,0.0,1.0,0.0,0.20754716981132076,0.0,0.38095238095238093
frozenset({'Backpack'}),"frozenset({'Vapor Cricket', 'Gym Sack'})",0.5,0.2619047619047619,0.13095238095238096,0.2619047619047619,1.0,1.0,0.0,1.0,0.0,0.20754716981132076,0.0,0.38095238095238093
frozenset({'Gym Sack'}),"frozenset({'Vapor Cricket', 'Backpack'})",0.5,0.23809523809523808,0.13095238095238096,0.2619047619047619,1.1,1.0,0.011904761904761918,1.032258064516129,0.18181818181818202,0.2156862745098039,0.031250000000000035,0.40595238095238095
"frozenset({'Rain Jacket', 'Therma-FIT', 'Backpack'})",frozenset({'Vapor Cricket'}),0.17857142857142858,0.5119047619047619,0.10714285714285714,0.6,1.172093023255814,1.0,0.015731292517006806,1.2202380952380953,0.17874396135265708,0.18367346938775508,0.1804878048780488,0.4046511627906977
"frozenset({'Rain Jacket', 'Therma-FIT', 'Vapor Cricket'})",frozenset({'Backpack'}),0.13095238095238096,0.5,0.10714285714285714,0.8181818181818181,1.6363636363636362,1.0,0.04166666666666666,2.749999999999999,0.44748858447488576,0.20454545454545453,0.6363636363636362,0.5162337662337662
"frozenset({'Rain Jacket', 'Backpack', 'Vapor Cricket'})",frozenset({'Therma-FIT'}),0.14285714285714285,0.5119047619047619,0.10714285714285714,0.75,1.4651162790697676,1.0,0.03401360544217688,1.9523809523809526,0.37037037037037046,0.1956521739130435,0.48780487804878053,0.4796511627906977
"frozenset({'Vapor Cricket', 'Therma-FIT', 'Backpack'})",frozenset({'Rain Jacket'}),0.17857142857142858,0.5119047619047619,0.10714285714285714,0.6,1.172093023255814,1.0,0.015731292517006806,1.2202380952380953,0.17874396135265708,0.18367346938775508,0.1804878048780488,0.4046511627906977
"frozenset({'Rain Jacket', 'Therma-FIT'})","frozenset({'Vapor Cricket', 'Backpack'})",0.25,0.23809523809523808,0.10714285714285714,0.42857142857142855,1.8,1.0,0.047619047619047616,1.3333333333333333,0.5925925925925927,0.28125,0.25,0.4392857142857143
"frozenset({'Rain Jacket', 'Backpack'})","frozenset({'Vapor Cricket', 'Therma-FIT'})",0.30952380952380953,0.2619047619047619,0.10714285714285714,0.34615384615384615,1.3216783216783217,1.0,0.026077097505668917,1.1288515406162465,0.35249042145593845,0.23076923076923078,0.11414392059553347,0.3776223776223776
"frozenset({'Rain Jacket', 'Vapor Cricket'})","frozenset({'Therma-FIT', 'Backpack'})",0.23809523809523808,0.32142857142857145,0.10714285714285714,0.45,1.4,1.0,0.030612244897959176,1.2337662337662336,0.37499999999999994,0.23684210526315788,0.1894736842105263,0.39166666666666666
"frozenset({'Therma-FIT', 'Backpack'})","frozenset({'Rain Jacket', 'Vapor Cricket'})",0.32142857142857145,0.23809523809523808,0.10714285714285714,0.3333333333333333,1.4,1.0,0.030612244897959176,1.1428571428571426,0.4210526315789473,0.23684210526315788,0.125,0.39166666666666666
"frozenset({'Vapor Cricket', 'Therma-FIT'})","frozenset({'Rain Jacket', 'Backpack'})",0.2619047619047619,0.30952380952380953,0.10714285714285714,0.40909090909090906,1.3216783216783214,1.0,0.026077097505668917,1.1684981684981683,0.3297491039426521,0.23076923076923078,0.1442006269592476,0.3776223776223776
"frozenset({'Vapor Cricket', 'Backpack'})","frozenset({'Rain Jacket', 'Therma-FIT'})",0.23809523809523808,0.25,0.10714285714285714,0.45,1.8,1.0,0.047619047619047616,1.3636363636363635,0.5833333333333334,0.28125,0.26666666666666666,0.4392857142857143
frozenset({'Rain Jacket'}),"frozenset({'Vapor Cricket', 'Therma-FIT', 'Backpack'})",0.5119047619047619,0.17857142857142858,0.10714285714285714,0.20930232558139536,1.172093023255814,1.0,0.015731292517006806,1.0388655462184875,0.3008130081300813,0.18367346938775508,0.037411526794742175,0.4046511627906977
frozenset({'Therma-FIT'}),"frozenset({'Rain Jacket', 'Backpack', 'Vapor Cricket'})",0.5119047619047619,0.14285714285714285,0.10714285714285714,0.20930232558139536,1.4651162790697676,1.0,0.03401360544217688,1.0840336134453783,0.6504065040650409,0.1956521739130435,0.07751937984496125,0.4796511627906977
frozenset({'Backpack'}),"frozenset({'Rain Jacket', 'Therma-FIT', 'Vapor Cricket'})",0.5,0.13095238095238096,0.10714285714285714,0.21428571428571427,1.6363636363636362,1.0,0.04166666666666666,1.1060606060606062,0.7777777777777777,0.20454545454545453,0.09589041095890409,0.5162337662337662
frozenset({'Vapor Cricket'}),"frozenset({'Rain Jacket', 'Therma-FIT', 'Backpack'})",0.5119047619047619,0.17857142857142858,0.10714285714285714,0.20930232558139536,1.172093023255814,1.0,0.015731292517006806,1.0388655462184875,0.3008130081300813,0.18367346938775508,0.037411526794742175,0.4046511627906977
"frozenset({'Vapor Cricket', 'Therma-FIT', 'Backpack'})",frozenset({'Tech Fleece'}),0.17857142857142858,0.5119047619047619,0.10714285714285714,0.6,1.172093023255814,1.0,0.015731292517006806,1.2202380952380953,0.17874396135265708,0.18367346938775508,0.1804878048780488,0.4046511627906977
"frozenset({'Vapor Cricket', 'Therma-FIT', 'Tech Fleece'})",frozenset({'Backpack'}),0.13095238095238096,0.5,0.10714285714285714,0.8181818181818181,1.6363636363636362,1.0,0.04166666666666666,2.749999999999999,0.44748858447488576,0.20454545454545453,0.6363636363636362,0.5162337662337662
"frozenset({'Vapor Cricket', 'Backpack', 'Tech Fleece'})",frozenset({'Therma-FIT'}),0.14285714285714285,0.5119047619047619,0.10714285714285714,0.75,1.4651162790697676,1.0,0.03401360544217688,1.9523809523809526,0.37037037037037046,0.1956521739130435,0.48780487804878053,0.4796511627906977
"frozenset({'Therma-FIT', 'Backpack', 'Tech Fleece'})",frozenset({'Vapor Cricket'}),0.19047619047619047,0.5119047619047619,0.10714285714285714,0.5625,1.0988372093023258,1.0,0.009637188208616781,1.1156462585034015,0.11111111111111113,0.18,0.10365853658536593,0.3859011627906977
"frozenset({'Vapor Cricket', 'Therma-FIT'})","frozenset({'Backpack', 'Tech Fleece'})",0.2619047619047619,0.2857142857142857,0.10714285714285714,0.40909090909090906,1.4318181818181819,1.0,0.03231292517006802,1.2087912087912087,0.4086021505376343,0.2432432432432432,0.1727272727272727,0.39204545454545453
"frozenset({'Vapor Cricket', 'Backpack'})","frozenset({'Therma-FIT', 'Tech Fleece'})",0.23809523809523808,0.27380952380952384,0.10714285714285714,0.45,1.643478260869565,1.0,0.0419501133786848,1.3203463203463202,0.5138888888888888,0.2647058823529412,0.2426229508196721,0.42065217391304344
"frozenset({'Vapor Cricket', 'Tech Fleece'})","frozenset({'Therma-FIT', 'Backpack'})",0.25,0.32142857142857145,0.10714285714285714,0.42857142857142855,1.3333333333333333,1.0,0.026785714285714274,1.1875000000000002,0.3333333333333332,0.23076923076923078,0.1578947368421052,0.38095238095238093
"frozenset({'Therma-FIT', 'Backpack'})","frozenset({'Vapor Cricket', 'Tech Fleece'})",0.32142857142857145,0.25,0.10714285714285714,0.3333333333333333,1.3333333333333333,1.0,0.026785714285714274,1.1249999999999998,0.3684210526315788,0.23076923076923078,0.11111111111111109,0.38095238095238093
"frozenset({'Therma-FIT', 'Tech Fleece'})","frozenset({'Vapor Cricket', 'Backpack'})",0.27380952380952384,0.23809523809523808,0.10714285714285714,0.3913043478260869,1.643478260869565,1.0,0.0419501133786848,1.2517006802721087,0.5391621129326047,0.2647058823529412,0.2010869565217391,0.42065217391304344
"frozenset({'Backpack', 'Tech Fleece'})","frozenset({'Vapor Cricket', 'Therma-FIT'})",0.2857142857142857,0.2619047619047619,0.10714285714285714,0.375,1.4318181818181817,1.0,0.03231292517006802,1.180952380952381,0.4222222222222221,0.2432432432432432,0.15322580645161288,0.39204545454545453
frozenset({'Vapor Cricket'}),"frozenset({'Therma-FIT', 'Backpack', 'Tech Fleece'})",0.5119047619047619,0.19047619047619047,0.10714285714285714,0.20930232558139536,1.0988372093023258,1.0,0.009637188208616781,1.023809523809524,0.18428184281842822,0.18,0.0232558139534884,0.3859011627906977
frozenset({'Therma-FIT'}),"frozenset({'Vapor Cricket', 'Backpack', 'Tech Fleece'})",0.5119047619047619,0.14285714285714285,0.10714285714285714,0.20930232558139536,1.4651162790697676,1.0,0.03401360544217688,1.0840336134453783,0.6504065040650409,0.1956521739130435,0.07751937984496125,0.4796511627906977
frozenset({'Backpack'}),"frozenset({'Vapor Cricket', 'Therma-FIT', 'Tech Fleece'})",0.5,0.13095238095238096,0.10714285714285714,0.21428571428571427,1.6363636363636362,1.0,0.04166666666666666,1.1060606060606062,0.7777777777777777,0.20454545454545453,0.09589041095890409,0.5162337662337662
frozenset({'Tech Fleece'}),"frozenset({'Vapor Cricket', 'Therma-FIT', 'Backpack'})",0.5119047619047619,0.17857142857142858,0.10714285714285714,0.20930232558139536,1.172093023255814,1.0,0.015731292517006806,1.0388655462184875,0.3008130081300813,0.18367346938775508,0.037411526794742175,0.4046511627906977
"frozenset({'Therma-FIT', 'Backpack'})",frozenset({'Tech Fleece'}),0.32142857142857145,0.5119047619047619,0.19047619047619047,0.5925925925925926,1.157622739018088,1.0,0.02593537414965985,1.198051948051948,0.200657894736842,0.29629629629629634,0.16531165311653118,0.48234280792420325
"frozenset({'Therma-FIT', 'Tech Fleece'})",frozenset({'Backpack'}),0.27380952380952384,0.5,0.19047619047619047,0.6956521739130433,1.3913043478260867,1.0,0.05357142857142855,1.6428571428571421,0.38729508196721296,0.32653061224489793,0.3913043478260867,0.5383022774327122
