support,itemsets
0.11904761904761904,"frozenset({'Vapor Cricket', 'Air Force 1'})"
0.11904761904761904,"frozenset({'Air Force 1', 'Dri-FIT'})"
0.15476190476190477,"frozenset({'Crew Socks', 'Hats', 'Air Force 1'})"
0.13095238095238096,"frozenset({'Hats', 'Air Force 1', 'Gym Sack'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Air Force 1', 'Gym Sack'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Performance Socks', 'Air Force 1'})"
0.13095238095238096,"frozenset({'Backpack', 'Air Force 1', 'Hats'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Backpack', 'Air Force 1'})"
0.13095238095238096,"frozenset({'Crew Socks', 'Rain Jacket', 'Air Force 1'})"
0.10714285714285714,"frozenset({'Rain Jacket', 'Backpack', 'Air Force 1'})"
0.10714285714285714,"frozenset({'Rain Jacket', 'Hats', 'Air Force 1'})"
0.10714285714285714,"frozenset({'Crew Socks', 'Rain Jacket', 'Backpack', 'Air Force 1'})"
0.11904761904761904,"frozenset({'Air Force 1', 'Hats', 'Tech Fleece'})"
0.10714285714285714,"frozenset({'Crew Socks', 'Air Force 1', 'Tech Fleece'})"
0.10714285714285714,"frozenset({'Crew Socks', 'Compression Wear', 'Air Force 1'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Air Force 1', 'Bags'})"
0.10714285714285714,"frozenset({'Bags', 'Hats', 'Air Force 1'})"
0.16666666666666666,"frozenset({'React Infinity', 'Performance Socks'})"
0.14285714285714285,"frozenset({'Crew Socks', 'React Infinity'})"
0.14285714285714285,"frozenset({'React Infinity', 'Gym Sack'})"
0.13095238095238096,"frozenset({'React Infinity', 'Hats'})"
0.15476190476190477,"frozenset({'Bags', 'React Infinity'})"
0.13095238095238096,"frozenset({'Vapor Cricket', 'React Infinity'})"
0.11904761904761904,"frozenset({'React Infinity', 'Windrunner'})"
0.11904761904761904,"frozenset({'Crew Socks', 'React Infinity', 'Performance Socks'})"
0.10714285714285714,"frozenset({'Crew Socks', 'React Infinity', 'Bags'})"
0.10714285714285714,"frozenset({'Crew Socks', 'React Infinity', 'Performance Socks', 'Bags'})"
0.14285714285714285,"frozenset({'Bags', 'React Infinity', 'Performance Socks'})"
0.27380952380952384,"frozenset({'Vapor Cricket', 'Windrunner'})"
0.23809523809523808,"frozenset({'Windrunner', 'Therma-FIT'})"
0.21428571428571427,"frozenset({'Windrunner', 'Tech Fleece'})"
0.27380952380952384,"frozenset({'Windrunner', 'Hats'})"
0.13095238095238096,"frozenset({'Vapor Cricket', 'Windrunner', 'Hats'})"
0.13095238095238096,"frozenset({'Vapor Cricket', 'Windrunner', 'Therma-FIT'})"
0.13095238095238096,"frozenset({'Windrunner', 'Therma-FIT', 'Hats'})"
0.10714285714285714,"frozenset({'Windrunner', 'Therma-FIT', 'Tech Fleece'})"
0.10714285714285714,"frozenset({'Vapor Cricket', 'Windrunner', 'Tech Fleece'})"
0.14285714285714285,"frozenset({'Air Max', 'Bags'})"
0.14285714285714285,"frozenset({'Air Max', 'Vapor Cricket'})"
0.13095238095238096,"frozenset({'Air Max', 'Backpack'})"
0.13095238095238096,"frozenset({'Air Max', 'Windrunner'})"
0.11904761904761904,"frozenset({'Air Max', 'Dri-FIT'})"
0.10714285714285714,"frozenset({'Air Max', 'Therma-FIT'})"
0.10714285714285714,"frozenset({'Air Max', 'Tech Fleece'})"
0.13095238095238096,"frozenset({'Air Max', 'Performance Socks'})"
0.13095238095238096,"frozenset({'Air Max', 'Rain Jacket'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Air Max'})"
0.11904761904761904,"frozenset({'Air Max', 'Hats'})"
0.10714285714285714,"frozenset({'Air Max', 'Vapor Cricket', 'Bags'})"
0.14285714285714285,"frozenset({'Windrunner', 'LeBron Series'})"
0.14285714285714285,"frozenset({'Hats', 'LeBron Series'})"
0.11904761904761904,"frozenset({'Performance Socks', 'LeBron Series'})"
0.11904761904761904,"frozenset({'Rain Jacket', 'LeBron Series'})"
0.10714285714285714,"frozenset({'Vapor Cricket', 'LeBron Series'})"
0.14285714285714285,"frozenset({'Tech Fleece', 'LeBron Series'})"
0.11904761904761904,"frozenset({'Compression Wear', 'LeBron Series'})"
0.14285714285714285,"frozenset({'Gym Sack', 'LeBron Series'})"
0.13095238095238096,"frozenset({'Backpack', 'LeBron Series'})"
0.10714285714285714,"frozenset({'Therma-FIT', 'LeBron Series'})"
0.10714285714285714,"frozenset({'Hats', 'Gym Sack', 'LeBron Series'})"
0.16666666666666666,"frozenset({'Rain Jacket', 'Phantom Vision'})"
0.14285714285714285,"frozenset({'Phantom Vision', 'Performance Socks'})"
0.14285714285714285,"frozenset({'Windrunner', 'Phantom Vision'})"
0.13095238095238096,"frozenset({'Phantom Vision', 'Hats'})"
0.11904761904761904,"frozenset({'Crew Socks', 'Phantom Vision'})"
0.11904761904761904,"frozenset({'Vapor Cricket', 'Phantom Vision'})"
0.10714285714285714,"frozenset({'Bags', 'Phantom Vision'})"
0.11904761904761904,"frozenset({'Phantom Vision', 'Dri-FIT'})"
0.11904761904761904,"frozenset({'Therma-FIT', 'Phantom Vision'})"
0.10714285714285714,"frozenset({'Phantom Vision', 'Gym Sack'})"
0.10714285714285714,"frozenset({'Rain Jacket', 'Windrunner', 'Phantom Vision'})"
0.14285714285714285,"frozenset({'Bags', 'Pegasus'})"
0.14285714285714285,"frozenset({'Gym Sack', 'Pegasus'})"
0.13095238095238096,"frozenset({'Tech Fleece', 'Pegasus'})"
0.10714285714285714,"frozenset({'Crew Socks', 'Pegasus'})"
0.10714285714285714,"frozenset({'Therma-FIT', 'Pegasus'})"
0.11904761904761904,"frozenset({'Vapor Cricket', 'Pegasus'})"
0.11904761904761904,"frozenset({'Hats', 'Pegasus'})"
0.11904761904761904,"frozenset({'Dri-FIT', 'Pegasus'})"
0.10714285714285714,"frozenset({'Backpack', 'Pegasus'})"
0.11904761904761904,"frozenset({'Bags', 'Gym Sack', 'Pegasus'})"
0.11904761904761904,"frozenset({'Hats', 'Air Jordan'})"
0.10714285714285714,"frozenset({'Air Jordan', 'Dri-FIT'})"
0.11904761904761904,"frozenset({'Therma-FIT', 'Air Jordan'})"
0.10714285714285714,"frozenset({'Windrunner', 'Air Jordan'})"
0.13095238095238096,"frozenset({'Bags', 'Air Zoom'})"
0.10714285714285714,"frozenset({'Compression Wear', 'Air Zoom'})"
0.10714285714285714,"frozenset({'Air Zoom', 'Gym Sack'})"
0.11904761904761904,"frozenset({'Performance Socks', 'Air Zoom'})"
0.15476190476190477,"frozenset({'Hats', 'KD Series'})"
0.11904761904761904,"frozenset({'Windrunner', 'KD Series'})"
0.10714285714285714,"frozenset({'Compression Wear', 'KD Series'})"
0.10714285714285714,"frozenset({'Tech Fleece', 'KD Series'})"
0.11904761904761904,"frozenset({'Gym Sack', 'KD Series'})"
0.10714285714285714,"frozenset({'Vapor Cricket', 'KD Series'})"
0.10714285714285714,"frozenset({'Hats', 'Tech Fleece', 'KD Series'})"
0.10714285714285714,"frozenset({'Hats', 'Gym Sack', 'KD Series'})"
0.13095238095238096,"frozenset({'Performance Socks', 'Blazer'})"
0.10714285714285714,"frozenset({'Windrunner', 'Blazer'})"
